"lotfrontage","overallqual","overallcond","yearbuilt","yearremodadd","masvnrarea","bsmtfinsf1","bsmtunfsf","totalbsmtsf","x2ndflrsf","grlivarea","bedroomabvgr","kitchenabvgr","totrmsabvgrd","garageyrblt","garagecars","garagearea","openporchsf","miscval","yrsold"
75,10,9,1893,2000,0,0,1237,1237,1254,2775,3,1,9,1988,2,880,45.173883161512,0,2008
51,4,7,1935,1995,0,0,884,884,584,1573,3,1,6,1935,1,240,0,0,2009
88,8,5,2005,2006,208,1460,408,1868,0,2028,2,1,7,2005,3,880,66,0,2006
55,6,7,1918,2000,0,210,0,816,0,838,2,1,5,1961,1,275,0,0,2008
74,5,6,1982,1982,0,672,168,840,0,860,2,1,4,1996,2,528,0,0,2009
65,5,8,1968,2003,0,1324,113,1437,0,1473,1,1,5,1968,1,452,48,0,2009
50,5,6,1930,1960,0,0,742,742,0,935,2,1,4,1988,1,308,0,600,2008
64,7,5,2004,2004,0,490,280,770,812,1582,3,1,6,2004,2,520,45,0,2008
97,10,5,2008,2008,420,1338,384,1722,568,2296,3,1,10,2008,3,842,274,0,2009
60,5,8,1982,2003,0,816,0,816,0,816,2,1,4,1985,2,816,0,0,2008
69.6447039199333,6,5,2003,2003,170,685,163,848,0,848,1,1,4,2003,2,420,0,0,2009
88,5,6,1975,1975,0,0,924,924,0,924,3,1,5,1981,1,280,0,0,2008
69,8,5,2005,2006,238,1422,392,1814,0,1826,3,1,7,2005,3,758,75,0,2006
60,6,7,1910,1993,0,0,684,684,684,1368,3,1,7,1930,1,216,158,0,2006
53,7,5,2006,2007,72,0,1258,1258,0,1402,2,1,7,2006,3,648,16,0,2007
80,5,6,1977,1977,459,1283,0,1430,0,1647,3,1,7,1977,2,621,0,0,2006
24,6,6,1980,1980,0,81,23,716,840,1556,3,1,6,1980,2,452,0,0,2008
74,8,5,2005,2005,280,546,512,1058,846,1904,3,1,8,2003,2,736,60,0,2006
50,6,6,1937,1950,0,0,780,780,595,1375,3,1,6,1979,1,544,162,0,2007
80,8,5,1992,1992,0,789,119,908,988,1915,3,1,8,1992,2,506,150,0,2006
30,7,5,2004,2005,0,0,600,600,600,1200,2,1,4,2004,2,480,172,0,2010
88,7,5,2002,2002,99,922,572,1494,0,1494,3,1,6,2002,2,530,36,0,2008
85,7,6,1965,1990,176,454,314,768,800,1986,3,1,7,1965,2,486,42,0,2009
82,5,5,1996,1996,0,732,308,1040,0,1040,3,1,6,2000,2,576,0,0,2009
78,5,8,1948,2002,0,603,293,896,896,2008,3,1,8,1948,1,230,0,0,2006
78,8,6,1934,1998,0,428,537,965,1254,3194,4,1,10,1934,2,380,0,0,2007
61,4,5,1961,1961,192,903,126,1029,0,1029,3,1,5,1961,1,261,0,0,2007
69.6447039199333,9,5,2000,2000,204,904,536,1440,677,2153,3,1,8,2000,3,736,142,0,2009
69.6447039199333,6,6,1978,1978,233,605,427,1032,0,1032,3,1,6,1978,2,564,0,500,2007
69.6447039199333,8,5,2001,2001,108,990,309,1299,573,1872,3,1,7,2001,2,531,122,0,2009
70,5,5,2007,2007,0,206,914,1120,0,1120,3,1,6,1978.50616388687,0,0,30,0,2007
21,4,6,1972,1972,0,150,0,630,0,630,1,1,3,1978.50616388687,0,0,24,0,2010
80,6,7,1963,1963,156,763,173,936,0,1054,3,1,6,1963,2,480,0,0,2010
69.6447039199333,6,5,2002,2003,0,457,326,783,702,1509,3,1,7,2002,2,393,75,0,2006
59,6,6,1954,1954,0,0,832,832,0,832,2,1,4,1962,2,528,0,0,2008
90,9,5,2007,2007,452,48,1774,1822,0,1828,3,1,9,2007,3,774,108,0,2007
85,8,5,2003,2003,226,871,611,1482,780,2262,4,1,10,2003,3,749,0,0,2008
45,3,3,1914,1950,0,41,823,864,0,864,2,1,5,1978.50616388687,0,0,0,0,2008
90,6,7,1974,1997,0,956,384,1522,1066,2614,4,1,9,1974,2,624,243,0,2008
71,5,6,1977,1977,153,560,420,980,0,980,3,1,6,1986,2,484,0,0,2009
69.6447039199333,6,5,2000,2000,513,420,336,756,756,1512,2,1,4,2000,2,440,32,0,2007
80,6,5,1972,1972,288,247,485,732,778,1790,4,1,8,1972,2,484,0,0,2006
87,6,6,1962,1962,261,0,1116,1116,0,1116,3,1,5,1962,2,440,0,0,2010
69.6447039199333,5,5,1960,1978,0,0,978,978,0,1422,3,1,6,1960,1,286,0,600,2007
80,6,6,1955,1972,164,674,350,1156,0,1520,3,1,7,1955,1,364,0,0,2010
70,5,5,1969,1969,192,650,390,1040,1040,2080,5,1,9,1969,2,504,0,0,2007
82,6,5,1964,1964,259,624,288,1248,0,1350,3,1,6,1964,2,520,0,0,2008
50,5,6,1880,1991,0,0,636,636,661,1750,3,1,8,1937,1,240,0,0,2006
34,8,5,2006,2006,108,24,1530,1554,0,1554,2,1,6,2006,2,627,73,0,2007
85,7,5,1977,1977,209,822,564,1386,0,1411,3,1,6,1977,2,544,0,0,2009
80,5,7,1954,2005,0,480,108,1056,0,1056,3,1,6,1954,1,260,0,0,2007
64,6,5,1980,1980,0,1056,0,1056,0,1056,0,2,4,1980,2,576,56,600,2010
60,6,7,1914,1995,0,256,1184,1440,1440,3395,2.86291980808773,2,14,1978.50616388687,0,0,110,0,2007
51,2,3,1936,1950,0,0,264,264,0,800,1,1,4,1978.50616388687,0,0,0,0,2009
50,5,4,1954,1954,0,0,811,811,576,1387,3,2,7,1954,1,256,0,0,2009
67,5,7,1910,1950,0,0,796,796,0,796,2,1,4,1978.50616388687,0,0,0,0,2008
53,8,5,2006,2006,0,1154,366,1520,0,1567,1,1,7,2006,3,648,0,0,2006
62,8,5,2003,2004,472,1218,300,1518,0,1518,1,1,6,2003,2,588,140,0,2008
69.6447039199333,7,5,2001,2001,0,738,319,1057,872,1929,3,1,7,2001,2,650,235,0,2007
75,8,7,1972,1995,0,1410,542,1952,704,2704,4,1,9,1972,2,538,111,0,2009
80,5,5,1969,1969,263,493,0,780,840,1620,4,1,7,1969,2,462,0,0,2007
85,9,5,2009,2009,162,1121,645,1766,0,1766,2,1,7,2009,3,478,130,0,2009
69.6447039199333,6,5,1971,1971,0,282,664,981,0,981,3,1,5,1979,2,576,312,0,2007
60,5,5,1950,1950,0,0,0,0,0,1048,3,1,7,1950,2,420,27,0,2008
85,6,5,1953,1953,216,500,594,1094,0,1094,3,1,5,1953,2,495,0,0,2008
70,6,5,1966,1966,351,0,756,756,788,1839,4,1,7,1966,2,442,124,0,2010
21,4,6,1970,1970,0,131,0,630,0,630,1,1,3,1978.50616388687,0,0,0,0,2007
65,7,6,2007,2007,98.3259515570934,0,813,813,843,1665,3,1,7,2007,2,562,0,0,2008
60,4,5,1940,1950,0,0,755,755,755,1510,4,1,7,1940,1,296,0,0,2009
70,7,5,1996,1996,0,0,880,880,807,1716,2,1,7,1996,2,512,120,0,2009
60,6,7,1906,1995,0,0,756,756,713,1469,3,1,7,1906,1,216,0,0,2008
91,8,6,1995,1995,660,1696,413,2109,0,2113,2,1,7,1995,3,839,46,0,2008
21,6,5,1971,1971,381,0,525,525,567,1092,3,1,6,1971,1,264,0,0,2010
72,5,7,1959,2006,54,806,247,1053,0,1053,3,1,5,1959,1,312,0,0,2008
60,7,6,1931,2000,0,0,776,776,651,1502,3,1,6,1931,1,270,0,0,2008
78,6,5,1948,1950,0,0,912,912,546,1458,3,1,6,1948,1,330,0,0,2010
75,5,7,1964,1999,0,637,849,1486,0,1486,3,1,7,1968,2,480,0,0,2009
69.6447039199333,7,7,1976,1976,233,0,793,793,793,1935,3,1,7,1976,2,550,113,0,2007
52,8,7,1994,2005,528,1361,88,1629,762,2448,4,1,8,1994,3,711,76,0,2009
120,6,3,1968,1968,216,0,1392,1392,0,1392,2,1,5,1968,2,576,0,0,2009
90,4,5,1972,1972,0,920,38,1138,0,1181,3,1,6,1974,2,588,0,0,2008
49,8,5,2005,2006,0,1721,356,2077,0,2097,1,1,8,2005,3,1134,267,0,2006
106,8,5,2000,2000,40,0,1406,1406,482,1936,3,1,7,2000,2,504,124,0,2006
69.6447039199333,6,5,1965,1979,113,187,111,1021,915,2380,3,1,7,1965,2,596,265,0,2007
65,6,5,1994,1998,258,1138,270,1408,0,1679,3,1,7,1994,2,575,42,0,2008
69.6447039199333,5,6,1956,1987,0,988,200,1188,0,1437,3,1,6,1999,2,576,0,0,2006
80,4,5,1922,1950,0,0,700,700,0,1180,2,1,5,1922,1,252,0,0,2006
64,6,5,2005,2005,0,193,545,738,738,1476,3,1,7,2005,2,540,35,0,2009
54,6,6,1925,1950,0,551,121,672,672,1369,3,1,6,1930,1,300,0,0,2009
69.6447039199333,6,6,1977,1977,0,767,441,1208,0,1208,3,1,6,1977,2,546,42,0,2006
110,6,7,1957,2004,106,1186,291,1477,0,1839,3,1,7,1957,2,416,87,0,2007
80,6,6,1965,1965,0,892,244,1136,0,1136,3,1,5,1965,1,384,0,0,2008
24,6,6,1978,1978,0,311,544,855,586,1441,3,1,7,1978,2,440,0,0,2009
60,4,2,1900,1950,0,0,1095,1095,679,1774,4,2,8,1920,3,779,0,0,2006
52,5,8,1924,2006,0,0,768,768,0,792,2,1,5,1924,1,240,0,0,2009
80,8,5,2008,2008,464,0,2046,2046,0,2046,3,1,7,2008,3,834,82,0,2009
69.6447039199333,5,5,1961,1961,57,827,161,988,0,988,3,1,5,1963,2,572,0,0,2007
50,6,5,1980,1980,0,543,261,923,0,923,2,1,5,1980,1,264,0,0,2010
55,5,5,1932,2000,0,182,611,793,672,1520,3,1,6,1968,1,281,0,0,2009
69.6447039199333,6,5,1996,1997,0,1003,288,1291,0,1291,2,1,6,1996,2,431,0,0,2008
90,9,5,2002,2002,215,1059,567,1626,0,1668,3,1,7,2002,3,702,45,0,2007
58,7,5,1998,1998,30,0,1195,1195,644,1839,4,1,7,1998,2,486,81,0,2010
69.6447039199333,7,5,1984,1984,0,828,180,1190,900,2090,3,1,6,1984,2,577,0,0,2007
84,7,6,2007,2007,0,0,874,874,887,1761,3,1,7,2007,2,578,105,0,2007
69.6447039199333,7,5,2004,2004,0,239,312,551,551,1102,2,1,4,2004,2,480,60,0,2007
60,8,6,2007,2007,0,945,474,1419,0,1419,2,1,7,2007,2,567,0,0,2007
61,6,5,2005,2006,256,20,1342,1362,0,1362,2,1,6,2005,2,460,28,0,2007
69.6447039199333,6,5,2004,2004,147,697,151,848,0,848,1,1,3,2004,2,420,0,0,2008
104,10,6,1994,1995,98.3259515570934,1455,989,2444,1872,1506.50206043956,4,1,10,1994,3,832,50,0,2007
42,7,5,1989,1990,293,965,245,1210,1281,2519,4,1,9,1989,2,628,27,0,2006
60,5,6,1921,1968,0,0,1073,1073,0,1073,2,1,4,1968,1,326,0,0,2006
51,5,6,1936,1950,0,0,927,927,472,1539,3,1,5,1995,2,576,0,0,2009
54,6,6,1987,1987,72,980,92,1112,0,1137,2,1,5,1987,2,551,0,0,2006
50,5,7,1921,1950,0,616,0,616,0,616,2,1,4,1921,1,205,0,0,2006
57,5,7,1952,1952,0,210,219,980,0,1148,2,1,6,1952,1,308,0,0,2006
65,5,8,1965,2009,0,553,224,894,0,894,3,1,5,1973,1,336,144,0,2010
59,7,5,2004,2004,0,16,1375,1391,0,1391,2,1,5,2004,2,530,158,0,2008
85,8,5,2002,2002,630,1274,526,1800,0,1800,3,1,7,2002,3,765,78,0,2006
80,7,5,1969,1969,168,0,1164,1164,0,1164,3,1,6,1969,2,528,0,0,2006
82,8,5,2006,2006,466,0,1234,1234,1312,2576,4,1,10,2006,3,666,100,0,2006
76,5,9,1900,1996,0,0,360,360,780,1812,4,2,8,1999,2,672,0,0,2010
70,7,5,2004,2005,109,712,761,1473,0,1484,3,1,7,2004,2,606,35,0,2010
70,4,5,1930,1950,0,0,0,0,720,1092,3,2,7,1978.50616388687,0,0,0,24.8414550446122,2010
69.6447039199333,7,5,1971,2002,351,1219,424,1643,0,1824,2,1,5,1971,2,739,48,0,2007
48,8,5,2006,2006,176,863,461,1324,0,1324,2,1,6,2006,2,550,38,0,2009
65,7,5,2007,2007,0,0,728,728,728,1456,3,1,8,2007,2,400,24,0,2007
69.6447039199333,5,7,1966,1966,41,0,876,876,0,904,3,1,6,1966,1,408,0,0,2008
56,3,6,1935,2003,0,0,270,270,0,729,2,1,5,1978.50616388687,0,0,0,0,2008
66,4,7,1900,1950,0,0,859,859,319,1178,2,1,7,1964,1,384,0,0,2010
40,8,5,1988,1989,0,767,461,1228,0,1228,2,1,5,1988,2,472,120,0,2008
60,4,5,1970,1970,160,789,171,960,0,960,3,1,6,1970,2,576,288,0,2006
69.6447039199333,6,8,1976,2005,289,533,192,725,754,1479,3,1,6,1976,2,475,44,0,2010
78,6,5,1974,1974,174,0,1064,1064,0,1350,3,1,7,1974,2,478,0,0,2009
60,7,8,1890,1998,0,0,718,718,978,2554,3,1,8,1996,2,704,48,0,2007
80,5,6,1973,2000,0,1084,92,1176,0,1178,3,1,5,1973,2,439,0,0,2008
96,7,5,1993,1994,651,1173,138,1311,1093,2418,3,1,9,1993,3,983,154,0,2008
69,5,6,1969,1969,0,523,448,971,0,971,3,1,5,1969,1,300,0,0,2006
69.6447039199333,8,5,1985,1985,0,1148,594,1742,0,1742,2,1,5,1985,2,564,28,0,2006
69.6447039199333,6,5,2004,2004,169,662,186,848,0,848,1,1,3,2004,2,420,0,0,2010
70,4,7,1970,1970,0,191,673,864,0,864,3,1,5,1994,2,463,0,0,2009
60,4,6,1954,1972,0,0,941,941,473,1470,4,1,7,1958,1,548,0,0,2008
86,9,5,2007,2008,340,1234,464,1698,0,1698,3,1,8,2007,3,768,64,0,2009
60,4,6,1970,1970,0,375,250,864,0,864,3,1,5,1989,2,660,0,500,2009
69.6447039199333,6,9,1988,2007,260,808,72,880,0,1680,3,1,5,1988,2,540,44,0,2009
64,7,5,2007,2007,82,724,508,1232,0,1232,2,1,6,2007,2,632,0,0,2009
85,5,5,1958,1958,95,0,1584,1584,0,1776,4,2,9,1968,3,888,25,0,2009
52,4,5,1925,1950,0,152,628,780,0,1208,2,1,5,1962,2,539,23,0,2009
39,8,5,1995,1996,0,1180,415,1595,0,1616,2,1,5,1995,2,608,152,0,2010
73,7,5,2003,2003,442,786,82,868,0,1146,3,1,6,2003,2,438,22,0,2007
75,7,5,1998,1999,202,252,901,1153,878,2031,3,1,8,1998,2,541,84,0,2008
80,5,6,1961,1983,0,594,270,864,0,1144,3,1,6,1961,1,264,0,400,2009
69.6447039199333,5,5,1968,1968,0,0,948,948,0,948,3,1,6,1968,1,300,0,0,2007
60,7,7,1914,1970,0,390,490,880,888,1768,2,1,6,1914,2,320,341,0,2006
60,3,4,1950,1950,0,0,0,0,0,1040,2,2,6,1949,2,400,0,0,2006
72,8,5,2005,2005,0,0,893,893,900,1801,3,1,8,2005,3,800,116,0,2006
60,5,5,1987,1988,0,1200,0,1200,0,1200,3,1,5,1978.50616388687,0,0,0,0,2009
65,7,5,2004,2004,0,0,864,864,864,1728,3,1,7,2004,2,572,56,0,2009
60,5,7,1910,2002,0,0,264,264,664,1432,2,1,7,1910,2,360,0,0,2007
65,6,8,1961,1996,0,832,80,912,0,912,3,1,5,1962,1,288,0,0,2008
65,7,5,2000,2001,108,0,1349,1349,0,1349,3,1,6,2000,2,539,55,0,2007
70,5,6,1963,1999,0,444,76,520,0,1464,3,1,6,1997,2,480,0,0,2009
41,8,5,1993,1993,0,733,604,1337,0,1337,2,1,5,1993,2,462,0,0,2008
69.6447039199333,8,9,1976,1996,289,575,487,1142,1540,2715,4,1,11,1994,2,831,204,0,2008
69.6447039199333,7,5,2000,2000,0,300,652,952,1276,2256,4,1,8,2000,2,554,54,0,2009
65,7,7,1880,2003,0,0,1240,1240,1320,2640,4,1,8,1950,4,864,0,0,2009
59,7,5,1996,1996,338,919,801,1720,0,1720,3,1,7,1996,2,527,56,0,2010
50,4,3,1945,1950,0,0,0,0,441,1529,4,1,9,1945,1,240,0,0,2009
55,4,7,1910,2004,0,0,576,576,348,1140,3,1,7,1978.50616388687,0,0,160,0,2010
69.6447039199333,7,5,2003,2003,0,0,660,660,660,1320,3,1,6,2003,2,400,48,0,2007
79,6,5,1997,1997,0,1200,279,1479,0,1494,3,1,6,1997,2,576,27,0,2006
80,8,5,2005,2005,178,0,1030,1030,1060,2098,3,1,8,2005,3,878,52,0,2006
61,6,8,1969,2005,0,439,115,1026,0,1026,3,1,5,1969,2,440,48,0,2009
34,6,5,1999,1999,894,381,348,729,729,1471,3,1,6,1999,2,440,24,0,2009
68,8,5,2007,2007,0,20,846,866,902,1768,3,1,7,2007,2,578,105,0,2009
69.6447039199333,6,5,1978,1978,328,438,234,672,714,1386,3,1,6,1978,2,440,0,0,2010
24,7,5,1999,1999,360,549,195,744,744,1501,3,1,6,1999,2,440,0,0,2008
65,8,5,1995,1995,513,56,1198,1318,1203,2531,4,1,9,1995,3,752,98,0,2007
70,6,6,1959,1959,0,612,252,864,0,864,2,1,5,2008,1,300,0,450,2009
60,5,5,1924,1950,0,405,740,1145,0,1301,2,1,5,1965,2,440,0,0,2009
72,7,5,2009,2009,0,24,732,756,783,1547,3,1,7,2009,2,614,45,0,2010
82,8,5,1999,1999,673,1163,89,1252,1097,2365,3,1,8,1999,3,856,128,0,2009
30,8,5,1995,1996,0,437,0,1494,0,1494,2,1,6,1995,2,481,30,0,2006
75,9,5,2008,2008,284,0,1498,1498,0,1506,2,1,6,2008,2,592,174,0,2008
80,7,5,1988,1988,42,394,586,980,734,1714,3,1,7,1988,2,496,66,500,2010
75,6,7,1940,1985,0,660,323,983,767,1750,4,1,7,1989,1,423,0,1300,2008
70,7,5,2004,2005,0,24,1836,1860,0,1836,3,1,8,2004,2,484,33,0,2006
47,8,5,2003,2003,603,1416,234,1650,1589,3279,4,1,12,2003,3,841,36,0,2010
69.6447039199333,5,5,1982,1982,0,685,173,858,0,858,2,1,5,1983,2,576,0,0,2009
67,4,5,1951,1951,0,836,0,836,0,1220,2,1,6,1951,2,396,0,0,2006
94,6,5,1976,1976,0,422,480,1029,0,1117,3,1,6,1976,2,672,0,0,2010
70,5,5,1958,1958,1,456,456,912,0,912,2,1,5,1958,1,275,0,0,2007
110,8,5,2006,2006,375,0,1935,1935,0,1973,3,1,9,2006,3,895,45,0,2007
32,6,5,1998,1998,320,866,338,1204,0,1204,2,1,5,1998,2,412,247,0,2009
86,7,5,2005,2006,240,20,1594,1614,0,1614,3,1,7,2005,3,865,59,0,2006
100,5,5,1974,1974,0,762,102,864,0,894,3,1,5,1974,2,440,0,0,2006
60,5,5,1977,1977,320,0,0,0,0,2020,4,2,10,1977,2,630,0,0,2007
78,6,5,1977,1977,90,975,0,975,0,1004,2,1,4,1977,2,504,0,0,2006
63,7,5,1995,1996,38,0,1237,1237,0,1253,3,1,6,1995,2,402,21,0,2007
65,6,5,1992,1992,0,387,374,761,793,1603,3,1,7,1992,2,484,124,0,2006
67,7,5,2001,2002,0,0,1413,1413,0,1430,3,1,6,2001,2,605,33,0,2009
69.6447039199333,5,6,1978,1978,104,1097,0,1097,0,1110,1,1,4,1978,2,602,30,0,2009
35,6,6,1914,2001,0,0,742,742,742,1484,3,1,9,1978.50616388687,0,0,291,0,2008
69.6447039199333,6,5,1967,1967,0,251,491,1372,0,1342,3,1,7,1967,2,457,0,0,2009
60,5,6,1915,1950,0,686,0,686,686,1652,4,1,7,1961,1,416,0,1200,2010
76,7,5,2004,2004,0,656,300,956,1128,2084,4,1,8,2004,2,618,45,0,2010
50,4,7,1954,2000,0,0,901,901,0,901,2,1,4,1954,1,281,0,0,2008
69.6447039199333,6,8,1966,2007,157,568,264,832,1111,2087,5,1,9,1966,2,444,168,0,2007
43,7,5,2005,2006,11,16,1129,1145,0,1145,2,1,5,2005,2,397,16,0,2009
69.6447039199333,6,5,1976,1976,0,539,490,1029,0,1062,3,1,5,1976,2,539,0,0,2007
92,7,5,1996,1997,0,862,255,1117,886,2013,3,1,8,1997,2,455,130,0,2007
76,8,5,2007,2007,140,0,1496,1496,0,1496,3,1,7,2007,2,474,130,0,2007
69.6447039199333,7,5,1994,1996,0,0,712,712,809,1895,3,1,7,1994,2,409,46,500,2008
70,6,6,1980,1981,130,0,650,650,676,1564,3,1,7,1980,2,476,50,0,2010
71,6,5,1977,1977,148,0,660,660,0,1285,3,1,7,1977,2,528,0,0,2007
57,5,5,1953,1953,0,570,203,773,0,773,2,1,4,1953,1,240,0,0,2008
104,9,5,2008,2009,860,0,1926,1926,1174,3140,4,1,11,2009,3,820,78,0,2009
60,5,7,1937,1950,252,569,162,731,787,1768,3,1,7,1939,1,240,0,0,2007
79,6,5,1997,1997,0,462,154,616,1072,1688,4,1,8,1997,2,603,114,400,2008
40,4,7,1916,1990,0,197,999,1196,0,1196,2,1,5,1957,2,440,0,0,2007
63,7,5,2005,2005,0,648,80,728,728,1456,3,1,7,2005,2,410,18,0,2008
107,9,5,2008,2009,424,0,1734,1734,1088,2822,4,1,12,2009,3,1020,170,0,2009
75,5,5,1954,1954,0,812,124,936,0,1128,2,1,5,1954,1,286,0,0,2006
91,7,5,2008,2008,256,0,1417,1417,0,1428,3,1,6,2008,2,554,60,0,2008
75,5,5,1967,1967,0,400,100,980,0,980,3,1,6,1967,1,384,0,0,2006
144,5,6,1923,2004,0,1309,15,1324,504,1576,3,1,6,1923,2,528,312,0,2009
85,5,5,1966,1966,98.3259515570934,516,380,1024,0,1086,3,1,6,1966,2,484,0,0,2006
90,5,5,1898,1965,0,0,849,849,1063,2138,2,1.04461221688401,11,1910,2,360,156,0,2009
78,6,6,1974,1999,99,663,0,1040,0,1309,3,1,5,1974,2,484,0,0,2006
69.6447039199333,6,5,2004,2004,169,662,186,848,0,848,1,1,4,2004,2,420,0,0,2008
66,5,5,1952,1952,0,0,540,540,0,1044,2,1,4,1952,2,504,0,54,2010
75,6,6,1958,1958,243,608,834,1442,0,1442,4,1,7,1958,1,301,0,500,2007
45,5,7,1918,1950,0,0,686,686,564,1250,3,1,7,1955,1,280,0,0,2006
48,7,5,1998,1998,442,0,1649,1649,0,1661,3,1,6,1998,2,598,34,0,2010
69.6447039199333,5,6,1954,1954,0,486,522,1008,0,1008,2,1,4,1954,1,275,0,0,2006
69.6447039199333,8,5,2002,2002,148,1218,350,1568,0,1689,3,1,7,2002,3,857,59,0,2008
80,6,7,1971,1971,80,504,506,1010,0,1052,3,1,6,1971,2,440,0,0,2010
44,7,5,2009,2010,128,733,625,1358,0,1358,2,1,6,2010,2,484,35,0,2010
72,7,5,2003,2003,0,0,798,798,842,1640,3,1,6,2003,2,595,45,0,2008
60,4,4,1953,1953,0,0,936,936,0,936,2,1,4,1974,2,576,32,0,2009
69.6447039199333,7,5,2003,2003,0,0,847,847,886,1733,3,1,7,2003,2,433,48,0,2007
60,6,7,1940,1950,0,0,778,778,545,1489,3,1,7,1940,1,240,0,0,2009
81,8,5,2006,2006,0,0,1489,1489,0,1489,3,1,7,2006,2,776,140,0,2006
114,10,5,2007,2008,816,1636,442,2078,0,2084,2,1,7,2007,3,1220,45,0,2008
50,5,6,1924,1950,0,784,0,784,0,784,2,1,5,1978.50616388687,0,0,0,0,2008
65,7,5,2001,2001,0,20,1434,1454,0,1434,3,1,6,2001,2,527,39,0,2009
69.6447039199333,5,5,1967,1967,0,249,0,1013,966,2126,3,1,7,1967,2,538,0,0,2009
24,7,5,2005,2005,0,0,600,600,623,1223,2,1,4,2005,2,480,166,0,2006
80,6,5,1957,1957,387,1040,352,1392,0,1392,3,1,6,1957,2,458,0,0,2008
30,7,5,2005,2005,0,0,600,600,600,1200,2,1,4,2005,2,480,166,0,2006
44,7,6,2003,2003,223,483,458,941,888,1829,3,1,7,2003,2,613,39,0,2010
100,6,6,1964,1964,180,196,975,1516,0,1516,3,1,6,1964,2,472,0,0,2009
75,5,6,1961,1961,136,572,572,1144,0,1144,3,1,6,1961,2,456,0,0,2008
60,4,7,1950,1995,0,442,625,1067,0,1067,2,1,4,1996,2,436,0,0,2010
90,5,6,1948,1973,0,338,1221,1559,0,1559,2,1,5,1948,2,812,116,0,2007
21,6,5,1973,1973,158,330,153,483,504,987,2,1,5,1973,1,264,0,0,2008
75,5,6,1995,2006,0,0,1099,1099,0,1099,3,1,6,1999,1,352,0,0,2008
70,5,6,1946,1995,0,352,416,768,432,1200,3,1,6,1946,1,240,0,0,2008
69.6447039199333,6,8,1925,1950,0,156,516,672,672,1482,4,1,7,1934,1,400,0,0,2008
60,5,8,1904,2002,0,0,650,650,581,1539,3,1,8,1983,2,686,78,0,2008
82,6,7,1966,1966,183,312,276,1127,0,1165,3,1,6,1966,2,490,129,0,2008
80,5,4,1961,1961,0,0,1800,1800,0,1800,6,2,10,1978.50616388687,0,0,0,0,2007
100,5,8,1915,1950,0,0,876,876,540,1416,4,1,7,1949,3,720,0,0,2008
69.6447039199333,5,5,1975,1981,0,1390,0,1390,0,1701,3,1,6,1975,2,611,0,0,2007
75,7,5,1993,1993,137,513,227,740,769,1775,3,1,7,1993,2,425,72,0,2009
36,5,6,1972,1972,0,460,404,864,0,864,3,1,5,1972,1,338,0,0,2009
75,6,8,1908,1997,0,0,907,907,1051,2358,5,1,10,1908,2,360,40,0,2008
80,6,7,1976,1994,360,0,528,528,761,1855,3,1,7,1976,2,512,100,0,2007
36,6,5,2003,2003,170,659,189,848,0,848,1,1,3,2003,2,420,0,0,2007
69.6447039199333,8,5,2003,2003,40,0,1273,1273,0,1456,2,1,7,2003,2,400,20,0,2006
53,7,5,1941,1950,0,364,554,918,728,1646,4,1,7,1941,1,240,0,0,2007
69.6447039199333,6,6,1964,1964,115,564,563,1127,0,1445,3,1,7,1964,2,645,0,0,2009
102,5,4,1955,1974,0,306,372,1763,0,1779,3,1,6,1955,2,454,45.173883161512,0,2006
69.6447039199333,5,8,1962,2010,0,659,381,1040,0,1040,3,1,6,1962,1,260,104,0,2010
69.6447039199333,6,6,1978,1978,0,505,0,940,0,1026,3,1,5,1981,2,576,0,0,2008
65,6,5,1994,1995,0,0,702,702,779,1481,3,1,6,1994,2,343,36,0,2009
80,7,5,1976,1976,189,0,1090,1090,0,1370,3,1,6,1976,2,479,0,0,2009
69.6447039199333,6,7,1968,1984,220,619,435,1054,1142,2654,4,1,9,1968,2,619,65,0,2006
55,7,8,1918,1998,0,0,912,912,514,1426,3,1,7,1925,1,216,240,0,2007
75,5,4,1965,1965,0,841,198,1039,0,1039,3,1,6,1965,2,504,0,0,2010
81,6,5,1984,1985,0,338,702,1040,0,1097,3,1,6,1986,2,480,0,0,2010
70,5,5,1959,1959,0,1148,0,1148,0,1148,3,1,6,1959,1,672,0,0,2009
72,7,5,2007,2008,0,0,1372,1372,0,1372,3,1,6,2008,2,529,140,0,2008
69.6447039199333,5,6,1970,1970,76,828,174,1002,0,1002,3,1,5,1973,2,902,0,0,2009
67,8,5,2006,2007,274,0,1638,1638,0,1646,3,1,6,2007,3,870,80,0,2007
85,4,5,1961,1961,0,932,108,1040,0,1120,3,1,5,1961,2,544,0,400,2007
69.6447039199333,5,6,1948,1950,0,0,0,0,720,2320,2,1,7,1979,2,672,144,0,2006
80,7,5,1993,1994,246,750,300,1050,887,1949,3,1,8,1993,2,574,90,0,2010
60,5,5,1962,1962,0,0,894,894,0,894,2,1,5,1962,1,308,0,0,2009
70,6,5,1998,1998,116,505,299,804,878,1682,3,1,7,1998,2,523,77,0,2010
74,5,7,1953,1996,0,0,105,105,0,910,3,1,5,1953,2,414,0,0,2008
60,5,7,1949,1950,0,375,457,832,0,1268,3,1,6,1949,1,288,28,0,2009
52,5,6,1941,1950,0,0,676,676,455,1131,3,1,5,1941,1,200,0,0,2009
75,8,5,2007,2007,0,64,1120,1184,1426,2610,4,1,11,2007,2,550,364,0,2007
94,4,5,1963,1963,0,633,431,1064,0,1040,3,1,5,1963,2,648,0,0,2007
